proper_time,time,nodes,dofs,levels,alpha,mass
6.688079648077963,14.831802368164062,810,685,18,0.5724587500246355,5.104166666666667
6.688254348776375,14.832107543945312,810,685,18,0.572459800080755,5.104166666666667
6.688429049795661,14.832412719726562,810,685,18,0.5724608530621906,5.104166666666667
6.68860375113672,14.832717895507812,810,685,18,0.5724619089690555,5.104166666666667
6.688778452800437,14.833023071289062,810,685,18,0.5724629678014542,5.104166666666667
6.688953154787709,14.833328247070312,810,685,18,0.5724640295595054,5.104166666666667
6.689127857099428,14.833633422851562,810,685,18,0.57246509424331,5.104166666666667
6.689302559736487,14.833938598632812,810,685,18,0.5724661618529824,5.104166666666667
6.6894772626997785,14.834243774414062,810,685,18,0.572467232388626,5.104166666666667
6.689651965990195,14.834548950195312,810,685,18,0.5724683058503531,5.104166666666667
6.689826669608631,14.834854125976562,810,685,18,0.5724693822382696,5.104166666666667
6.690001373555982,14.835159301757812,823,691,19,0.5724704615524816,5.104166666666667
6.6900887256553405,14.835311889648438,823,691,19,0.5724710023114498,5.104166666666667
6.690176077837265,14.835464477539062,823,691,19,0.5724715438020259,5.104166666666667
6.6902634301018695,14.835617065429688,823,691,19,0.5724720860242263,5.104166666666667
6.690350782449262,14.835769653320312,823,691,19,0.5724726289780645,5.104166666666667
6.690438134879555,14.835922241210938,823,691,19,0.5724731726635475,5.104166666666667
6.690525487392861,14.836074829101562,823,691,19,0.5724737170806998,5.104166666666667
6.69061283998929,14.836227416992188,823,691,19,0.57247426222953,5.104166666666667
6.690700192668955,14.836380004882812,823,691,19,0.5724748081100491,5.104166666666667
6.690787545431969,14.836532592773438,823,691,19,0.5724753547222705,5.104166666666667
6.690874898278443,14.836685180664062,823,691,19,0.5724759020662102,5.104166666666667
6.690962251208488,14.836837768554688,823,691,19,0.5724764501418793,5.104166666666667
6.691049604222216,14.836990356445312,823,691,19,0.572476998949293,5.104166666666667
6.6911369573197375,14.837142944335938,823,691,19,0.5724775484884631,5.104166666666667
6.691224310501166,14.837295532226562,823,691,19,0.5724780987594015,5.104166666666667
6.691298560771592,14.837425231933594,836,697,20,0.572478567066393,5.104166666666667
6.691342237430071,14.837501525878906,836,697,20,0.5724788427917309,5.104166666666667
6.691385914109593,14.837577819824219,836,697,20,0.5724791187000132,5.104166666666667
6.691429590810172,14.837654113769531,836,697,20,0.572479394791244,5.104166666666667
6.691473267531821,14.837730407714844,836,697,20,0.572479671065428,5.104166666666667
