param,mass
0.09545428876333999,0.0000762939453125
0.09545428876346265,0.0000762939453125
0.09545428876360036,0.0000762939453125
0.09545428876375497,0.000050862630208333336
0.09545428876392854,0.000050862630208333336
0.09545428876412342,0.00006357828776041667
0.09545428876434219,0.00006357828776041667
0.09545428876458778,0.00006357828776041667
0.09545428876486352,0.0000762939453125
0.09545428876517308,0.0000762939453125
0.0954542887655206,0.0000762939453125
0.09545428876591076,0.00008900960286458334
0.09545428876634879,0.00008900960286458334
0.09545428876684053,0.00008900960286458334
0.0954542887673926,0.00010172526041666667
0.0954542887680124,0.00010172526041666667
0.09545428876870823,0.00010172526041666667
0.09545428876948941,0.00011444091796875
0.09545428877036641,0.00011444091796875
0.095454288771351,0.00011444091796875
0.09545428877245636,0.00012715657552083334
0.09545428877369731,0.00012715657552083334
0.09545428877509049,0.00012715657552083334
0.09545428877665457,0.00013987223307291668
0.09545428877841051,0.00013987223307291668
0.09545428878038184,0.000152587890625
0.095454288782595,0.000152587890625
0.09545428878507964,0.000152587890625
0.09545428878786906,0.00016530354817708334
0.09545428879100065,0.00016530354817708334
0.0954542887945164,0.00017801920572916668
0.0954542887984634,0.00017801920572916668
0.09545428880289458,0.00019073486328125
0.09545428880786933,0.00019073486328125
0.09545428881345432,0.00020345052083333334
0.0954542888197244,0.00021616617838541668
0.09545428882676361,0.00021616617838541668
0.09545428883466632,0.0002288818359375
0.09545428884353843,0.00024159749348958334
0.09545428885349887,0.00024159749348958334
0.09545428886468112,0.0002543131510416667
0.09545428887723507,0.00026702880859375
0.09545428889132901,0.00027974446614583337
0.09545428890715181,0.0002924601236979167
0.09545428892491555,0.0002924601236979167
0.09545428894485833,0.00020345052083333334
0.09545428896724745,0.0002288818359375
0.095454288992383,0.0002543131510416667
0.09545428902060185,0.0002924601236979167
0.09545428905228226,0.00031789143880208337
0.09545428908784884,0.00034332275390625
0.09545428912777829,0.0003814697265625
0.09545428917260579,0.0004069010416666667
0.09545428922293218,0.00043233235677083337
0.095454289279432,0.00047047932942708337
0.09545428934286253,0.00049591064453125
0.09545428941407394,0.0005340576171875
0.0954542894940207,0.0005594889322916667
0.09545428958377435,0.0005976359049479167
0.09545428968453787,0.0006230672200520834
0.09545428979766182,0.0006612141927083334
0.09545428992466246,0.0006993611653645834
0.09545429006724196,0.00072479248046875
0.09545429022731138,0.000762939453125
0.09545429040701615,0.00080108642578125
0.09545429060876492,0.0008392333984375
0.09545429083526176,0.0008646647135416667
0.09545429108954245,0.0009028116861979167
0.09545429137501521,0.0009409586588541667
0.09545429169550626,0.0009791056315104167
0.09545429205531124,0.0010172526041666667
0.09545429245925269,0.001068115234375
0.09545429291274474,0.00110626220703125
0.09545429342186565,0.0011444091796875
0.09545429399343928,0.0011952718098958335
0.0954542946351266,0.0012461344401041667
0.09545429535552825,0.0012969970703125
0.09545429616429998,0.0013478597005208335
0.09545429707228192,0.0013987223307291667
0.095454298091644,0.0014623006184895835
0.09545429923604896,0.0015131632486979167
0.09545430052083552,0.0015894571940104167
0.09545430196322399,0.0016530354817708335
0.09545430358254704,0.0017293294270833335
0.09545430540050884,0.0018056233723958335
0.09545430744147597,0.0018819173177083335
0.095454309732804,0.001970926920572917
0.09545431230520413,0.0020599365234375
0.09545431519315485,0.002161661783854167
0.09545431843536406,0.0022633870442708335
0.09545432207528785,0.0023778279622395835
0.09545432616171301,0.0024922688802083335
0.09545433074941083,0.002619425455729167
0.09545433589987132,0.00274658203125
0.09545434168212734,0.002886454264322917
0.09545434817367983,0.0030263264973958335
0.0954543554615366,0.00316619873046875
0.09545436364337856,0.00331878662109375
0.09545437282886883,0.0032933553059895835
0.09545438314112276,0.0034840901692708335
0.09545439471835791,0.003687540690104167
0.09545440771574672,0.003878275553385417
0.09545442230749628,0.00408172607421875
0.09545443868918325,0.0042724609375
0.09545445708037531,0.004475911458333334
0.09545447772757396,0.00469207763671875
0.09545450090751847,0.004895528157552084
0.09545452693089518,0.0051116943359375
0.09545455614650157,0.005327860514322917
